     1.021     0.021     0.975     0.004     0.000     0.000     2.000
     0.665     0.211     0.789     0.000     0.000     0.000     2.000
     0.162     0.901     0.099     0.000     0.000     0.000     1.000
     0.198     0.876     0.124     0.000     0.000     0.000     1.000
     0.209     0.867     0.133     0.000     0.000     0.000     1.000
     0.831     0.077     0.923     0.001     0.000     0.000     2.000
    -0.409     0.998     0.002     0.000     0.000     0.000     1.000
     0.859     0.064     0.935     0.001     0.000     0.000     2.000
     0.986     0.027     0.970     0.003     0.000     0.000     2.000
     1.119     0.011     0.979     0.010     0.000     0.000     2.000
    -0.044     0.975     0.025     0.000     0.000     0.000     1.000
     0.510     0.442     0.558     0.000     0.000     0.000     2.000
     1.029     0.020     0.976     0.004     0.000     0.000     2.000
     1.262     0.004     0.956     0.040     0.000     0.000     2.000
     0.072     0.945     0.055     0.000     0.000     0.000     1.000
     0.935     0.038     0.960     0.002     0.000     0.000     2.000
     2.023     0.000     0.011     0.973     0.015     0.000     3.000
     1.514     0.000     0.656     0.343     0.000     0.000     2.000
     0.820     0.082     0.917     0.000     0.000     0.000     2.000
     0.525     0.415     0.585     0.000     0.000     0.000     2.000
     0.807     0.090     0.910     0.000     0.000     0.000     2.000
     1.980     0.000     0.018     0.971     0.012     0.000     3.000
     1.923     0.000     0.031     0.961     0.008     0.000     3.000
     1.911     0.000     0.035     0.957     0.008     0.000     3.000
     2.326     0.000     0.001     0.913     0.086     0.000     3.000
     0.989     0.027     0.971     0.003     0.000     0.000     2.000
    -0.328     0.996     0.004     0.000     0.000     0.000     1.000
    -0.091     0.982     0.018     0.000     0.000     0.000     1.000
     1.326     0.002     0.924     0.074     0.000     0.000     2.000
     0.168     0.897     0.103     0.000     0.000     0.000     1.000
     3.055     0.000     0.000     0.122     0.874     0.003     4.000
     2.532     0.000     0.000     0.757     0.243     0.000     3.000
     2.764     0.000     0.000     0.441     0.559     0.000     4.000
     2.376     0.000     0.000     0.887     0.112     0.000     3.000
     2.219     0.000     0.002     0.951     0.048     0.000     3.000
     2.563     0.000     0.000     0.721     0.279     0.000     3.000
     1.946     0.000     0.025     0.966     0.010     0.000     3.000
     3.255     0.000     0.000     0.040     0.942     0.018     4.000
     2.811     0.000     0.000     0.373     0.627     0.000     4.000
     2.604     0.000     0.000     0.670     0.330     0.000     3.000
     3.021     0.000     0.000     0.145     0.852     0.002     4.000
     2.798     0.000     0.000     0.392     0.608     0.000     4.000
     4.375     0.000     0.000     0.000     0.004     0.996     5.000
     2.332     0.000     0.000     0.910     0.089     0.000     3.000
     1.979     0.000     0.018     0.971     0.012     0.000     3.000
     3.602     0.000     0.000     0.004     0.734     0.262     4.000
     2.124     0.000     0.004     0.968     0.028     0.000     3.000
     2.372     0.000     0.000     0.889     0.111     0.000     3.000
     2.959     0.000     0.000     0.198     0.801     0.001     4.000
     4.083     0.000     0.000     0.000     0.047     0.953     5.000
     2.389     0.000     0.000     0.879     0.120     0.000     3.000
     2.447     0.000     0.000     0.837     0.162     0.000     3.000
     3.330     0.000     0.000     0.026     0.940     0.034     4.000
     3.230     0.000     0.000     0.046     0.939     0.015     4.000
     3.167     0.000     0.000     0.067     0.925     0.009     4.000
     2.533     0.000     0.000     0.756     0.244     0.000     3.000
     2.209     0.000     0.002     0.953     0.045     0.000     3.000
     3.043     0.000     0.000     0.130     0.867     0.003     4.000
     2.510     0.000     0.000     0.780     0.220     0.000     3.000
     3.397     0.000     0.000     0.017     0.924     0.059     4.000
     2.532     0.000     0.000     0.757     0.243     0.000     3.000
     3.288     0.000     0.000     0.033     0.943     0.024     4.000
     2.005     0.000     0.014     0.973     0.014     0.000     3.000
     2.593     0.000     0.000     0.685     0.315     0.000     3.000
     3.373     0.000     0.000     0.020     0.932     0.049     4.000
     4.011     0.000     0.000     0.000     0.084     0.916     5.000
     2.467     0.000     0.000     0.821     0.179     0.000     3.000
     4.600     0.000     0.000     0.000     0.001     0.999     5.000
     4.273     0.000     0.000     0.000     0.010     0.990     5.000
     2.020     0.000     0.012     0.973     0.015     0.000     3.000
     4.308     0.000     0.000     0.000     0.008     0.992     5.000
     2.920     0.000     0.000     0.237     0.762     0.001     4.000
     1.878     0.000     0.048     0.946     0.006     0.000     3.000
     2.313     0.000     0.001     0.919     0.080     0.000     3.000
     1.910     0.000     0.035     0.957     0.008     0.000     3.000
     3.187     0.000     0.000     0.060     0.930     0.010     4.000
     2.544     0.000     0.000     0.744     0.256     0.000     3.000
     3.220     0.000     0.000     0.049     0.937     0.014     4.000
     2.161     0.000     0.003     0.963     0.034     0.000     3.000
     2.898     0.000     0.000     0.262     0.738     0.001     4.000
     3.955     0.000     0.000     0.000     0.128     0.872     5.000
     3.726     0.000     0.000     0.001     0.497     0.502     5.000
     2.141     0.000     0.004     0.966     0.030     0.000     3.000
     4.094     0.000     0.000     0.000     0.044     0.956     5.000
     2.585     0.000     0.000     0.695     0.305     0.000     3.000
     3.780     0.000     0.000     0.001     0.387     0.612     5.000
     1.760     0.000     0.140     0.857     0.003     0.000     3.000
     2.512     0.000     0.000     0.778     0.222     0.000     3.000
     4.270     0.000     0.000     0.000     0.010     0.990     5.000
     3.242     0.000     0.000     0.043     0.940     0.016     4.000
     4.789     0.000     0.000     0.000     0.000     1.000     5.000
     1.930     0.000     0.029     0.963     0.009     0.000     3.000
     1.693     0.000     0.242     0.756     0.002     0.000     3.000
     3.283     0.000     0.000     0.034     0.943     0.023     4.000
     2.633     0.000     0.000     0.632     0.368     0.000     3.000
     2.894     0.000     0.000     0.266     0.733     0.001     4.000
     3.677     0.000     0.000     0.002     0.599     0.399     4.000
     3.268     0.000     0.000     0.037     0.942     0.020     4.000
     2.960     0.000     0.000     0.197     0.801     0.001     4.000
     3.038     0.000     0.000     0.134     0.864     0.003     4.000
     4.000     0.000     0.000     0.000     0.091     0.909     5.000
     2.002     0.000     0.014     0.972     0.013     0.000     3.000
     2.002     0.000     0.014     0.972     0.013     0.000     3.000
     2.010     0.000     0.013     0.973     0.014     0.000     3.000
     2.283     0.000     0.001     0.931     0.068     0.000     3.000
     2.061     0.000     0.008     0.973     0.019     0.000     3.000
     3.494     0.000     0.000     0.009     0.866     0.125     4.000
     2.481     0.000     0.000     0.809     0.191     0.000     3.000
     2.478     0.000     0.000     0.811     0.189     0.000     3.000
     4.280     0.000     0.000     0.000     0.010     0.990     5.000
     2.567     0.000     0.000     0.717     0.283     0.000     3.000
     2.640     0.000     0.000     0.622     0.378     0.000     3.000
     2.664     0.000     0.000     0.588     0.412     0.000     3.000
     1.734     0.000     0.175     0.823     0.002     0.000     3.000
     2.754     0.000     0.000     0.455     0.545     0.000     4.000
     3.369     0.000     0.000     0.020     0.932     0.047     4.000
     3.281     0.000     0.000     0.034     0.943     0.023     4.000
     2.263     0.000     0.001     0.938     0.061     0.000     3.000
     3.257     0.000     0.000     0.040     0.942     0.019     4.000
     2.378     0.000     0.000     0.886     0.114     0.000     3.000
     2.475     0.000     0.000     0.813     0.187     0.000     3.000
     2.895     0.000     0.000     0.265     0.734     0.001     4.000
     2.625     0.000     0.000     0.643     0.357     0.000     3.000
     2.781     0.000     0.000     0.416     0.584     0.000     4.000
     2.734     0.000     0.000     0.484     0.516     0.000     4.000
     2.199     0.000     0.002     0.956     0.043     0.000     3.000
     3.135     0.000     0.000     0.080     0.914     0.007     4.000
     1.051     0.017     0.978     0.005     0.000     0.000     2.000
     2.657     0.000     0.000     0.597     0.402     0.000     3.000
     2.808     0.000     0.000     0.377     0.623     0.000     4.000
