     4.273     0.015     0.000     0.985     0.000     3.000
     2.020     0.925     0.074     0.000     0.001     1.000
     4.308     0.013     0.000     0.987     0.000     3.000
     2.920     0.959     0.000     0.040     0.000     1.000
     1.878     0.833     0.163     0.000     0.003     1.000
     2.313     0.986     0.012     0.002     0.000     1.000
     1.910     0.860     0.137     0.000     0.003     1.000
     3.187     0.849     0.000     0.151     0.000     1.000
     2.544     0.992     0.003     0.005     0.000     1.000
     3.220     0.825     0.000     0.175     0.000     1.000
     2.161     0.967     0.032     0.001     0.000     1.000
     2.898     0.964     0.000     0.036     0.000     1.000
     3.955     0.080     0.000     0.920     0.000     3.000
     3.726     0.232     0.000     0.768     0.000     3.000
     2.141     0.963     0.036     0.001     0.000     1.000
     4.094     0.040     0.000     0.960     0.000     3.000
     2.585     0.991     0.002     0.007     0.000     1.000
     3.780     0.184     0.000     0.816     0.000     3.000
     1.760     0.702     0.290     0.000     0.009     1.000
     2.512     0.992     0.004     0.005     0.000     1.000
     4.270     0.016     0.000     0.984     0.000     3.000
     3.242     0.806     0.000     0.194     0.000     1.000
     4.789     0.001     0.000     0.999     0.000     3.000
     1.930     0.874     0.123     0.000     0.002     1.000
     1.693     0.605     0.381     0.000     0.014     1.000
     3.283     0.770     0.000     0.230     0.000     1.000
     2.633     0.990     0.002     0.009     0.000     1.000
     2.894     0.964     0.000     0.035     0.000     1.000
     3.677     0.283     0.000     0.717     0.000     3.000
     3.268     0.783     0.000     0.217     0.000     1.000
     2.960     0.950     0.000     0.049     0.000     1.000
     3.038     0.926     0.000     0.074     0.000     1.000
     4.000     0.064     0.000     0.936     0.000     3.000
     2.002     0.916     0.082     0.000     0.001     1.000
     2.002     0.916     0.082     0.000     0.001     1.000
     2.010     0.920     0.078     0.000     0.001     1.000
     2.283     0.984     0.015     0.001     0.000     1.000
     2.061     0.941     0.058     0.000     0.001     1.000
     3.494     0.515     0.000     0.485     0.000     1.000
     2.481     0.992     0.004     0.004     0.000     1.000
     2.478     0.992     0.004     0.004     0.000     1.000
     4.280     0.015     0.000     0.985     0.000     3.000
     2.567     0.991     0.003     0.006     0.000     1.000
     2.640     0.989     0.002     0.009     0.000     1.000
     2.664     0.988     0.001     0.010     0.000     1.000
     1.734     0.666     0.324     0.000     0.010     1.000
     2.754     0.982     0.001     0.017     0.000     1.000
     3.369     0.676     0.000     0.324     0.000     1.000
     3.281     0.771     0.000     0.229     0.000     1.000
     2.263     0.982     0.017     0.001     0.000     1.000
     3.257     0.793     0.000     0.207     0.000     1.000
     2.378     0.989     0.008     0.002     0.000     1.000
     2.475     0.992     0.004     0.004     0.000     1.000
     2.895     0.964     0.000     0.035     0.000     1.000
     2.625     0.990     0.002     0.008     0.000     1.000
     2.781     0.980     0.001     0.019     0.000     1.000
     2.734     0.984     0.001     0.015     0.000     1.000
     2.199     0.974     0.025     0.001     0.000     1.000
     3.135     0.881     0.000     0.118     0.000     1.000
     1.051     0.021     0.778     0.000     0.201     2.000
     2.657     0.989     0.001     0.010     0.000     1.000
     2.808     0.977     0.001     0.022     0.000     1.000
